record_id,dao_trung_thanh_decision,dao_trung_thanh_reason,loc_dang_decision,loc_dang_reason,agreement_status,adjudication_status,next_workflow_status,dao_file_sha256,loc_file_sha256,adjudicated_decision,adjudication_reason,adjudicator
CANON-00176,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00180,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00181,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00182,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00183,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00184,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00185,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00187,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00188,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00191,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00196,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00198,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00207,EXCLUDE,EX02_NOT_HEALTHCARE,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX02_NOT_HEALTHCARE,DAO_TRUNG_THANH
CANON-00209,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00210,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00216,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00217,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00219,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00221,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00222,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00226,EXCLUDE,EX02_NOT_HEALTHCARE,EXCLUDE,EX02_NOT_HEALTHCARE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX02_NOT_HEALTHCARE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
