portal,query_id,locked_query_or_graph_target,page,requested_url,method,retrieval_utc,http_status,transport,api_error,reported_total,returned_count,raw_file,bytes,sha256,run_status,stopping_rule_assessment
GOV-VB_UI_BACKEND,DQ-COUNCIL-NAME-05,"""National Council on AI Ethics"" Vietnam",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q11-p01.json,185,76213384ff350903327227a3571fbebf57503ff3ebd829e8da1133ebb9892cd4,FAIL_CLOSED,FAILED_API_RESPONSE
GOV-VB_UI_BACKEND,DQ-COUNCIL-NAME-06,"""AI ethics committee"" Vietnam",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q12-p01.json,175,9e2336842818c272fb2c04a741820a30e193cdd2ad84969188aad8a6313adb4b,FAIL_CLOSED,FAILED_API_RESPONSE
GOV-VB_UI_BACKEND,DQ-COUNCIL-EST-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""quyết định thành lập"" OR ""quy chế"" OR ""chức năng nhiệm vụ"" OR ""thành viên"")",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q13-p01.json,347,a5ca9849779472102baa3707bcfb90ea411f4cdb527bd760ae6d26ea6e9c5c61,FAIL_CLOSED,FAILED_API_RESPONSE
GOV-VB_UI_BACKEND,DQ-COUNCIL-ACT-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""phiên họp"" OR ""biên bản"" OR ""báo cáo hoạt động"")",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q14-p01.json,312,87b8ce99f2c2d32ffb8e1eee0fede0eedd14a0359f241de1983041051852f9da,FAIL_CLOSED,FAILED_API_RESPONSE
GOV-VB_UI_BACKEND,DQ-COUNCIL-ACT-02,"(""National AI Ethics Council"" OR ""National Council on AI Ethics"") AND (decision OR regulation OR mandate OR members OR meeting OR minutes OR ""activity report"")",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q15-p01.json,309,52112dd32c976b260e42861bba8b759d00de08fa143fa565192c7dabf998684b,FAIL_CLOSED,FAILED_API_RESPONSE
GOV-VB_UI_BACKEND,LGRAPH-TARGET-55-2025-ND-CP,"""55/2025/NĐ-CP""",1,https://timkiem.chinhphu.vn/Home/search,POST,2026-07-31T14:22:41.820920+00:00,200,OK,Unable to connect to the remote server,0,0,raw/gov-q16-p01.json,162,c54306f2380636a70345691b6b563833c5791ebb4f53eb4859e581673e4e0e5a,FAIL_CLOSED,FAILED_API_RESPONSE
GAZ,DQ-LAW-01,"""134/2025/QH15""",1,https://congbao.chinhphu.vn/tim-kiem?keyword=%22134%2F2025%2FQH15%22,GET,2026-07-31T14:22:41.820920+00:00,200,OK,,,,raw/gaz-q01-p01.html,208335,04ba91a55e8a04d7889fa91d91b36d2aeffde49eb9ea0380205e31b3b8b7d6ce,FAIL_CLOSED,PUBLIC_QUERY_ENDPOINT_NOT_VALIDATED_OR_CLIENT_ACCESS_FAILED; NOT_A_COMPLETED_10_PAGE_SEARCH
GAZ,DQ-LAW-02,"""Luật Trí tuệ nhân tạo"" AND (y tế OR ""người bệnh"" OR bệnh viện)",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-DEC-01,"""142/2026/NĐ-CP""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-FRAME-01,"""05/2026/TT-BKHCN""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-FRAME-02,"""Khung đạo đức trí tuệ nhân tạo quốc gia"" AND (y tế OR bệnh viện OR ""khám chữa bệnh"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-REL-01,"(""134/2025/QH15"" OR ""142/2026/NĐ-CP"" OR ""05/2026/TT-BKHCN"") AND (sửa đổi OR thay thế OR hướng dẫn OR triển khai)",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-01,"""Hội đồng đạo đức AI quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-02,"""Hội đồng đạo đức trí tuệ nhân tạo quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-03,"""Ủy ban đạo đức AI quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-04,"""National AI Ethics Council"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-05,"""National Council on AI Ethics"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-NAME-06,"""AI ethics committee"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-EST-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""quyết định thành lập"" OR ""quy chế"" OR ""chức năng nhiệm vụ"" OR ""thành viên"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-ACT-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""phiên họp"" OR ""biên bản"" OR ""báo cáo hoạt động"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,DQ-COUNCIL-ACT-02,"(""National AI Ethics Council"" OR ""National Council on AI Ethics"") AND (decision OR regulation OR mandate OR members OR meeting OR minutes OR ""activity report"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
GAZ,LGRAPH-TARGET-55-2025-ND-CP,"""55/2025/NĐ-CP""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-LAW-01,"""134/2025/QH15""",1,https://vbpl.vn/TW/Pages/vbpq-timkiem.aspx?Keyword=%22134%2F2025%2FQH15%22,GET,2026-07-31T14:22:41.820920+00:00,CLIENT_ERROR,CLIENT_ERROR,,,,raw/vbpl-q01-p01.error.txt,61,2b9e9811123e917386d3705122d73c8d62a504b6d7243617a21222d54ac80173,FAIL_CLOSED,PUBLIC_QUERY_ENDPOINT_NOT_VALIDATED_OR_CLIENT_ACCESS_FAILED; NOT_A_COMPLETED_10_PAGE_SEARCH
VBPL,DQ-LAW-02,"""Luật Trí tuệ nhân tạo"" AND (y tế OR ""người bệnh"" OR bệnh viện)",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-DEC-01,"""142/2026/NĐ-CP""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-FRAME-01,"""05/2026/TT-BKHCN""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-FRAME-02,"""Khung đạo đức trí tuệ nhân tạo quốc gia"" AND (y tế OR bệnh viện OR ""khám chữa bệnh"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-REL-01,"(""134/2025/QH15"" OR ""142/2026/NĐ-CP"" OR ""05/2026/TT-BKHCN"") AND (sửa đổi OR thay thế OR hướng dẫn OR triển khai)",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-01,"""Hội đồng đạo đức AI quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-02,"""Hội đồng đạo đức trí tuệ nhân tạo quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-03,"""Ủy ban đạo đức AI quốc gia""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-04,"""National AI Ethics Council"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-05,"""National Council on AI Ethics"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-NAME-06,"""AI ethics committee"" Vietnam",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-EST-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""quyết định thành lập"" OR ""quy chế"" OR ""chức năng nhiệm vụ"" OR ""thành viên"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-ACT-01,"(""hội đồng đạo đức AI"" OR ""hội đồng đạo đức trí tuệ nhân tạo"") AND (""phiên họp"" OR ""biên bản"" OR ""báo cáo hoạt động"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,DQ-COUNCIL-ACT-02,"(""National AI Ethics Council"" OR ""National Council on AI Ethics"") AND (decision OR regulation OR mandate OR members OR meeting OR minutes OR ""activity report"")",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
VBPL,LGRAPH-TARGET-55-2025-ND-CP,"""55/2025/NĐ-CP""",,,NOT_SENT,2026-07-31T14:22:41.820920+00:00,NOT_ATTEMPTED,NOT_ATTEMPTED_AFTER_PORTAL_FAILURE,,,,,0,,FAIL_CLOSED,PORTAL_ACCESS_OR_QUERY_SEMANTICS_FAILED_ON_PREVIOUS_REQUEST; NO FURTHER REQUESTS SENT
